,customer_id_nys,sum_samt_0,sum_samt_1,rat_samt,flg_sts
5370,CS029605000006,416,696,1.6730769230769231,1
7060,CS040515000201,854,1426,1.6697892271662764,1
5960,CS033415000044,906,1512,1.6688741721854305,1
5122,CS028513000079,326,544,1.6687116564417177,1
5806,CS032414000103,1297,2164,1.6684656900539707,1
6570,CS037515000165,1040,1733,1.666346153846154,1
2279,CS011515000010,1370,2280,1.6642335766423357,1
2965,CS015515000129,1458,2423,1.6618655692729767,1
3311,CS017513000167,195,324,1.6615384615384616,1
5727,CS031814000006,1700,2824,1.6611764705882353,1
966,CS004415000227,828,1375,1.6606280193236715,1
4687,CS026114000001,969,1609,1.6604747162022704,1
6475,CS037414000073,2344,3885,1.6574232081911262,1
2890,CS015415000003,2891,4770,1.649948114839156,1
4043,CS021615000059,1661,2730,1.6435881998795907,1
5828,CS032415000182,1139,1871,1.6426690079016681,1
2270,CS011514000005,413,678,1.6416464891041163,1
5328,CS029513000206,2398,3936,1.6413678065054211,1
3814,CS020415000008,2025,3318,1.6385185185185185,1
3665,CS019415000213,188,308,1.6382978723404256,1
4702,CS026305000010,441,722,1.63718820861678,1
6737,CS038515000215,733,1200,1.6371077762619373,1
1065,CS004515000149,248,406,1.6370967741935485,1
2054,CS010415000240,488,798,1.6352459016393444,1
6664,CS038415000111,158,258,1.6329113924050633,1
5298,CS029505000001,443,722,1.6297968397291196,1
1361,CS006415000069,1827,2976,1.6288998357963875,1
3062,CS016415000004,4132,6730,1.6287512100677637,1
396,CS002415000150,1018,1657,1.6277013752455796,1
3330,CS017515000018,246,400,1.6260162601626016,1
2276,CS011514000070,465,756,1.6258064516129032,1
1357,CS006415000044,1178,1915,1.6256366723259763,1
226,CS001515000296,977,1588,1.625383828045036,1
5836,CS032415000213,1112,1804,1.6223021582733812,1
5274,CS029415000080,1450,2344,1.616551724137931,1
3410,CS018414000042,1282,2072,1.6162246489859595,1
3644,CS019415000021,935,1510,1.6149732620320856,1
6945,CS040411000020,425,686,1.6141176470588234,1
6675,CS038415000202,2195,3539,1.6123006833712985,1
4416,CS024415000129,1469,2367,1.6113002042205582,1
5366,CS029515000200,1349,2162,1.602668643439585,1
2412,CS012415000147,892,1429,1.602017937219731,1
7097,CS041513000003,476,762,1.6008403361344539,1
2347,CS012304000007,1044,1669,1.5986590038314177,1
3554,CS019215000046,3071,4906,1.597525236079453,1
3891,CS020515000132,1540,2458,1.596103896103896,1
5203,CS029213000043,1115,1778,1.5946188340807175,1
6973,CS040414000087,1094,1744,1.5941499085923219,1
3147,CS016515000156,878,1398,1.5922551252847381,1
4633,CS025513000063,216,343,1.587962962962963,1
4901,CS027414000022,3027,4805,1.5873802444664684,1
3514,CS018515000147,430,682,1.586046511627907,1
662,CS003415000090,396,628,1.5858585858585859,1
6121,CS034414000041,1448,2296,1.5856353591160222,1
3985,CS021514000046,3253,5157,1.5853058715032278,1
3250,CS017414000002,1657,2623,1.5829812914906458,1
5516,CS030515000051,1806,2854,1.5802879291251384,1
1191,CS005414000079,1906,3012,1.5802728226652676,1
6504,CS037415000213,1523,2405,1.5791201575837164,1
4738,CS026414000104,2257,3562,1.5782011519716437,1
5884,CS032515000166,1126,1776,1.5772646536412078,1
7104,CS041515000008,616,971,1.5762987012987013,1
4060,CS022214000007,592,933,1.5760135135135136,1
6038,CS033515000093,1608,2532,1.5746268656716418,1
1535,CS007515000084,2036,3199,1.5712180746561886,1
16,CS001215000005,286,449,1.56993006993007,1
5440,CS030415000016,2586,4058,1.5692188708430008,1
1248,CS005513000072,246,386,1.5691056910569106,1
6770,CS039214000014,1718,2691,1.5663562281722934,1
961,CS004415000191,921,1442,1.5656894679695983,1
2468,CS012515000147,1145,1792,1.5650655021834061,1
2448,CS012514000020,213,333,1.5633802816901408,1
945,CS004415000050,428,669,1.5630841121495327,1
2558,CS013415000002,1238,1934,1.5621970920840065,1
6338,CS035513000081,324,506,1.5617283950617284,1
6040,CS033515000112,3527,5502,1.5599659767507796,1
3656,CS019415000125,1342,2092,1.5588673621460507,1
6767,CS039213000018,340,530,1.5588235294117647,1
4485,CS024515000151,476,741,1.5567226890756303,1
1607,CS008215000004,2850,4430,1.5543859649122806,1
5622,CS031415000045,601,934,1.5540765391014975,1
3704,CS019515000038,826,1280,1.549636803874092,1
526,CS002515000415,198,306,1.5454545454545454,1
5078,CS028414000061,1623,2508,1.545286506469501,1
2179,CS011413000163,777,1200,1.5444015444015444,1
3666,CS019415000216,924,1427,1.5443722943722944,1
5074,CS028414000014,1380,2131,1.5442028985507246,1
1621,CS008314000056,203,313,1.541871921182266,1
6312,CS035415000174,4410,6798,1.5414965986394558,1
3593,CS019411000046,725,1116,1.5393103448275862,1
5235,CS029412000112,498,766,1.538152610441767,1
4812,CS026514000031,819,1258,1.5360195360195361,1
5464,CS030415000208,841,1290,1.5338882282996433,1
1415,CS006515000023,4640,7112,1.532758620689655,1
5363,CS029515000162,808,1238,1.5321782178217822,1
5361,CS029515000141,1887,2888,1.5304716481187068,1
4990,CS027515000045,817,1249,1.5287637698898409,1
4040,CS021615000039,967,1478,1.5284384694932782,1
4563,CS025414000101,1049,1602,1.527168732125834,1
415,CS002415000442,664,1013,1.5256024096385543,1
1748,CS008515000124,436,664,1.5229357798165137,1
367,CS002414000107,2105,3202,1.5211401425178148,1
1694,CS008415000201,1021,1553,1.5210577864838393,1
2096,CS010514000045,183,278,1.5191256830601092,1
2066,CS010512000032,778,1180,1.5167095115681235,1
709,CS003511000047,210,318,1.5142857142857142,1
3649,CS019415000074,308,466,1.5129870129870129,1
5820,CS032415000112,1513,2288,1.5122273628552545,1
4342,CS023815000019,1188,1796,1.5117845117845117,1
3870,CS020514000057,1180,1783,1.5110169491525425,1
2413,CS012415000154,1479,2234,1.5104800540906018,1
4311,CS023515000170,3471,5236,1.508498991645059,1
3810,CS020414000104,440,663,1.5068181818181818,1
1189,CS005414000069,2077,3129,1.5064997592681753,1
7074,CS040615000016,376,566,1.5053191489361701,1
4982,CS027514000069,548,824,1.5036496350364963,1
4572,CS025415000025,661,992,1.5007564296520424,1
3438,CS018415000147,1096,1640,1.4963503649635037,1
1278,CS005515000209,216,323,1.4953703703703705,1
4400,CS024414000101,1864,2787,1.4951716738197425,1
6701,CS038514000023,763,1140,1.494102228047182,1
2073,CS010513000038,386,576,1.4922279792746114,1
1223,CS005415000184,498,743,1.4919678714859437,1
5073,CS028414000006,1688,2516,1.490521327014218,1
5977,CS033415000239,2832,4215,1.4883474576271187,1
2892,CS015415000019,863,1284,1.4878331402085747,1
6730,CS038515000170,639,948,1.483568075117371,1
1516,CS007512000178,402,596,1.4825870646766168,1
2710,CS014413000023,432,640,1.4814814814814814,1
1738,CS008515000005,538,796,1.479553903345725,1
5084,CS028415000007,4653,6867,1.4758220502901354,1
5537,CS030515000225,1253,1844,1.4716679968076616,1
1532,CS007515000050,1109,1632,1.4715960324616773,1
4010,CS021515000208,2522,3707,1.4698651863600318,1
1819,CS009315000126,338,496,1.467455621301775,1
647,CS003414000233,418,613,1.4665071770334928,1
3414,CS018414000065,4044,5911,1.4616716122650841,1
2416,CS012415000192,1191,1739,1.4601175482787574,1
4913,CS027414000084,4547,6636,1.4594237959093908,1
4151,CS022515000150,2380,3472,1.4588235294117646,1
5734,CS032212000026,465,678,1.4580645161290322,1
1387,CS006512000113,376,548,1.4574468085106382,1
2042,CS010415000124,1426,2074,1.4544179523141656,1
6836,CS039414000098,1659,2412,1.453887884267631,1
6344,CS035513000171,918,1333,1.4520697167755992,1
1192,CS005414000090,1592,2311,1.4516331658291457,1
2646,CS013515000207,1844,2668,1.4468546637744035,1
3429,CS018415000072,3173,4588,1.445950204853451,1
3567,CS019314000045,1373,1985,1.4457392571012382,1
3370,CS017815000013,2043,2951,1.4444444444444444,1
6998,CS040415000217,1231,1778,1.4443541835905767,1
3588,CS019315000159,275,397,1.4436363636363636,1
186,CS001513000373,323,466,1.4427244582043344,1
2005,CS010412000089,276,398,1.4420289855072463,1
1850,CS009414000059,3946,5690,1.4419665484034465,1
4008,CS021515000189,934,1345,1.4400428265524625,1
3640,CS019415000002,1576,2269,1.4397208121827412,1
1941,CS009515000084,1905,2740,1.4383202099737533,1
3101,CS016512000103,200,287,1.435,1
1015,CS004505000015,488,700,1.4344262295081966,1
7033,CS040514000011,538,770,1.4312267657992566,1
2998,CS016204000003,1424,2034,1.428370786516854,1
3423,CS018415000027,1071,1529,1.4276377217553688,1
6302,CS035415000079,1695,2418,1.4265486725663716,1
1479,CS007414000020,486,693,1.4259259259259258,1
3428,CS018415000066,764,1089,1.425392670157068,1
2116,CS010604000004,386,550,1.4248704663212435,1
2881,CS015414000100,1439,2049,1.423905489923558,1
820,CS004215000003,659,938,1.4233687405159332,1
3685,CS019513000065,466,663,1.4227467811158798,1
5417,CS030411000048,238,338,1.4201680672268908,1
4412,CS024415000072,1134,1609,1.4188712522045854,1
1453,CS006615000093,376,533,1.4175531914893618,1
1684,CS008415000073,2753,3902,1.4173628768616056,1
2037,CS010415000081,1234,1749,1.4173419773095624,1
134,CS001415000462,436,616,1.4128440366972477,1
2474,CS012515000198,2757,3884,1.4087776568734132,1
4275,CS023513000144,2448,3448,1.408496732026144,1
7067,CS040605000014,946,1328,1.4038054968287526,1
3900,CS020515000217,241,338,1.4024896265560165,1
3540,CS019205000003,1374,1923,1.3995633187772927,1
3425,CS018415000039,2057,2878,1.3991249392318912,1
1185,CS005414000003,1275,1782,1.3976470588235295,1
6264,CS035412000007,483,675,1.3975155279503106,1
2206,CS011415000076,1248,1744,1.3974358974358974,1
3736,CS020113000002,1528,2134,1.3965968586387434,1
3034,CS016411000041,285,398,1.3964912280701753,1
1356,CS006415000030,1182,1649,1.395093062605753,1
1067,CS004515000166,478,666,1.393305439330544,1
6735,CS038515000202,421,586,1.3919239904988123,1
1672,CS008414000094,1252,1742,1.3913738019169328,1
6566,CS037515000133,491,683,1.3910386965376782,1
1743,CS008515000065,1118,1555,1.39087656529517,1
5291,CS029415000217,3689,5128,1.3900786120899973,1
5905,CS032814000015,366,508,1.3879781420765027,1
6841,CS039415000065,947,1314,1.3875395987328405,1
1244,CS005513000045,328,455,1.3871951219512195,1
1416,CS006515000037,2716,3766,1.3865979381443299,1
5449,CS030415000050,2800,3880,1.3857142857142857,1
3933,CS021411000060,166,230,1.3855421686746987,1
7004,CS040415000260,1866,2583,1.3842443729903537,1
3873,CS020515000002,1866,2583,1.3842443729903537,1
6293,CS035415000007,2074,2866,1.381870781099325,1
227,CS001515000304,346,478,1.3815028901734103,1
1174,CS005412000122,245,338,1.379591836734694,1
4215,CS023414000072,2746,3774,1.3743627093954844,1
5468,CS030415000217,208,285,1.3701923076923077,1
4870,CS027212000007,338,463,1.3698224852071006,1
1666,CS008414000048,4752,6504,1.3686868686868687,1
3629,CS019414000049,1943,2658,1.3679876479670612,1
6317,CS035415000239,2590,3543,1.367953667953668,1
4722,CS026414000010,3093,4228,1.3669576462980926,1
6648,CS038414000028,1734,2370,1.3667820069204153,1
6474,CS037414000061,1596,2180,1.3659147869674186,1
5249,CS029414000020,2748,3752,1.3653566229985443,1
5333,CS029514000019,198,270,1.3636363636363635,1
4270,CS023513000081,566,770,1.3604240282685511,1
6728,CS038515000163,186,253,1.3602150537634408,1
6332,CS035513000013,526,715,1.3593155893536122,1
2792,CS014514000004,3491,4738,1.3572042394729305,1
5625,CS031415000086,1438,1950,1.3560500695410291,1
4392,CS024414000050,2166,2930,1.3527239150507848,1
6559,CS037515000101,256,346,1.3515625,1
6441,CS037411000044,376,508,1.351063829787234,1
4341,CS023815000012,886,1195,1.3487584650112867,1
5737,CS032214000014,2168,2922,1.3477859778597785,1
73,CS001414000034,450,606,1.3466666666666667,1
259,CS001605000009,2106,2836,1.3466286799620133,1
4582,CS025415000098,1976,2659,1.3456477732793521,1
1618,CS008314000022,1695,2280,1.345132743362832,1
3901,CS020515000218,280,376,1.3428571428571427,1
5974,CS033415000202,1190,1598,1.3428571428571427,1
6888,CS039515000083,1649,2211,1.3408126137052758,1
6848,CS039415000189,1465,1964,1.3406143344709898,1
5292,CS029415000222,2181,2923,1.3402109124254928,1
4373,CS024314000054,1062,1423,1.3399246704331451,1
5466,CS030415000210,2653,3553,1.3392385978137957,1
6194,CS034515000124,581,778,1.3390705679862307,1
3080,CS016415000141,5227,6995,1.3382437344557108,1
2387,CS012414000086,1735,2319,1.3365994236311238,1
3209,CS017314000040,336,448,1.3333333333333333,1
1857,CS009414000110,1422,1889,1.3284106891701828,1
3464,CS018512000107,266,353,1.3270676691729324,1
3448,CS018415000234,2132,2820,1.322701688555347,1
959,CS004415000156,1101,1456,1.3224341507720254,1
5024,CS027615000076,608,804,1.3223684210526316,1
2024,CS010414000049,3082,4057,1.3163530175210902,1
7018,CS040513000035,664,874,1.3162650602409638,1
948,CS004415000078,386,508,1.3160621761658031,1
6048,CS033515000193,2024,2661,1.3147233201581028,1
1795,CS009215000026,913,1199,1.3132530120481927,1
3496,CS018515000016,1089,1430,1.3131313131313131,1
4352,CS024214000013,1478,1940,1.3125845737483086,1
6712,CS038515000001,1102,1446,1.3121597096188748,1
5567,CS031215000008,1525,1999,1.3108196721311476,1
1213,CS005415000057,2597,3402,1.3099730458221024,1
1217,CS005415000086,1054,1380,1.3092979127134725,1
2835,CS014815000012,1078,1409,1.3070500927643784,1
5617,CS031414000073,3265,4266,1.3065849923430322,1
2053,CS010415000232,1981,2586,1.3054013124684503,1
5966,CS033415000094,721,941,1.3051317614424411,1
1818,CS009315000121,178,232,1.303370786516854,1
4510,CS024815000009,504,656,1.3015873015873016,1
2469,CS012515000171,1307,1701,1.3014537107880644,1
52,CS001411000054,1062,1378,1.2975517890772128,1
2363,CS012411000037,303,393,1.297029702970297,1
3833,CS020415000207,1978,2565,1.2967644084934278,1
3378,CS018214000016,4010,5198,1.2962593516209477,1
4144,CS022515000107,1856,2403,1.2947198275862069,1
3982,CS021514000038,3029,3917,1.2931660614064047,1
4091,CS022415000156,192,248,1.2916666666666667,1
3646,CS019415000062,1748,2255,1.290045766590389,1
6990,CS040415000145,1738,2240,1.2888377445339472,1
2354,CS012314000027,696,896,1.2873563218390804,1
1688,CS008415000120,1082,1392,1.2865064695009243,1
3058,CS016414000099,2221,2856,1.2859072489869428,1
6851,CS039415000220,3521,4526,1.2854302754899176,1
5261,CS029414000115,1316,1691,1.284954407294833,1
2696,CS014411000016,466,598,1.2832618025751072,1
3857,CS020513000107,496,636,1.282258064516129,1
1348,CS006414000037,2253,2881,1.278739458499778,1
3995,CS021515000069,3681,4703,1.2776419451236076,1
379,CS002414000219,271,346,1.2767527675276753,1
3850,CS020513000017,425,542,1.275294117647059,1
1904,CS009513000052,280,356,1.2714285714285714,1
5607,CS031414000008,402,511,1.271144278606965,1
6188,CS034515000077,343,436,1.271137026239067,1
3904,CS020604000005,1125,1428,1.2693333333333334,1
4254,CS023512000004,318,403,1.2672955974842768,1
2017,CS010413000223,518,656,1.2664092664092663,1
2988,CS015614000042,216,273,1.2638888888888888,1
5191,CS028615000094,1504,1900,1.2632978723404256,1
3107,CS016513000040,426,538,1.2629107981220657,1
1962,CS009815000003,2226,2810,1.2623539982030547,1
4789,CS026513000002,306,386,1.261437908496732,1
667,CS003415000131,633,798,1.2606635071090047,1
4466,CS024514000110,1125,1417,1.2595555555555555,1
1421,CS006515000071,505,636,1.2594059405940594,1
3890,CS020515000128,2512,3160,1.2579617834394905,1
4298,CS023515000061,1182,1486,1.257191201353638,1
1362,CS006415000073,2414,3034,1.2568351284175643,1
4314,CS023515000195,2836,3564,1.2566995768688294,1
5415,CS030411000004,1078,1353,1.2551020408163265,1
5458,CS030415000146,1204,1507,1.2516611295681064,1
565,CS003113000015,308,385,1.25,1
2282,CS011515000044,1126,1407,1.2495559502664297,1
3519,CS018515000200,3016,3768,1.2493368700265253,1
78,CS001414000069,303,378,1.2475247524752475,1
2980,CS015515000227,1992,2483,1.2464859437751004,1
3075,CS016415000094,2803,3493,1.2461648234034963,1
3645,CS019415000028,2811,3502,1.2458199928850944,1
6787,CS039314000048,320,398,1.24375,1
1908,CS009513000113,383,476,1.2428198433420365,1
6501,CS037415000191,3047,3786,1.242533639645553,1
1754,CS008515000180,2190,2721,1.2424657534246575,1
203,CS001515000022,470,582,1.2382978723404254,1
6987,CS040415000116,803,994,1.2378580323785804,1
686,CS003415000349,1035,1280,1.2367149758454106,1
6130,CS034415000071,1297,1601,1.2343870470316114,1
2833,CS014814000001,1052,1298,1.2338403041825095,1
6726,CS038515000153,486,599,1.2325102880658436,1
810,CS004113000011,396,488,1.2323232323232323,1
3216,CS017315000040,302,372,1.2317880794701987,1
5256,CS029414000065,2731,3364,1.231783229586232,1
5525,CS030515000094,3498,4304,1.2304173813607775,1
6885,CS039515000028,1140,1401,1.2289473684210526,1
3260,CS017414000097,1554,1906,1.2265122265122266,1
4612,CS025512000013,380,466,1.2263157894736842,1
2289,CS011515000108,1305,1598,1.224521072796935,1
5317,CS029513000108,845,1034,1.2236686390532545,1
1408,CS006514000034,383,468,1.2219321148825066,1
1739,CS008515000014,939,1147,1.2215122470713524,1
3504,CS018515000058,1058,1292,1.22117202268431,1
1677,CS008415000015,1790,2184,1.2201117318435755,1
5386,CS030115000001,246,300,1.2195121951219512,1
6503,CS037415000212,2829,3449,1.2191587133262638,1
6483,CS037415000055,1709,2082,1.2182562902282037,1
2963,CS015515000103,363,442,1.2176308539944904,1
6989,CS040415000139,2911,3541,1.2164204740638955,1
3988,CS021514000073,2774,3374,1.2162941600576784,1
2831,CS014615000122,270,328,1.2148148148148148,1
5095,CS028415000157,1784,2167,1.2146860986547086,1
3851,CS020513000021,466,566,1.2145922746781115,1
3641,CS019415000005,1488,1807,1.2143817204301075,1
4154,CS022515000188,3551,4305,1.21233455364686,1
2795,CS014514000027,256,310,1.2109375,1
1304,CS006214000001,2221,2688,1.210265646105358,1
4697,CS026215000042,1896,2290,1.2078059071729959,1
3494,CS018515000012,746,901,1.207774798927614,1
7137,CS044415000006,1418,1711,1.2066290550070522,1
767,CS003515000131,498,600,1.2048192771084338,1
4219,CS023414000103,2681,3230,1.2047743379336069,1
674,CS003415000222,2790,3361,1.2046594982078853,1
3797,CS020414000028,1144,1378,1.2045454545454546,1
4831,CS026515000081,1460,1756,1.2027397260273973,1
2532,CS013411000039,1208,1450,1.2003311258278146,1
5210,CS029215000029,1402,1681,1.1990014265335236,1
3498,CS018515000026,569,682,1.1985940246045694,1
1685,CS008415000077,3861,4626,1.1981351981351982,1
4372,CS024314000052,416,498,1.1971153846153846,1
1615,CS008314000001,1279,1530,1.1962470680218922,1
6562,CS037515000118,3334,3986,1.1955608878224355,1
5951,CS033414000064,1651,1973,1.1950333131435493,1
2857,CS015315000140,400,478,1.195,1
5433,CS030414000073,263,313,1.1901140684410647,1
2034,CS010415000048,496,590,1.189516129032258,1
597,CS003314000140,170,202,1.188235294117647,1
6756,CS038814000001,1749,2075,1.186392224128073,1
2747,CS014415000088,3865,4585,1.186287192755498,1
6935,CS040314000009,376,446,1.1861702127659575,1
4185,CS023114000001,3438,4074,1.1849912739965096,1
4295,CS023514000110,2683,3176,1.1837495341036153,1
7037,CS040514000030,638,755,1.183385579937304,1
4992,CS027515000063,1686,1995,1.1832740213523132,1
6714,CS038515000022,860,1017,1.1825581395348836,1
2595,CS013415000236,4251,5025,1.1820748059280168,1
5020,CS027615000056,286,338,1.1818181818181819,1
5931,CS033412000111,463,546,1.1792656587473003,1
4152,CS022515000172,1919,2261,1.1782178217821782,1
5632,CS031415000146,2072,2438,1.1766409266409266,1
3989,CS021514000082,1881,2209,1.1743753322700692,1
6036,CS033515000083,626,735,1.1741214057507987,1
1697,CS008415000214,1903,2234,1.1739358906988966,1
4288,CS023514000029,628,737,1.1735668789808917,1
5863,CS032514000041,408,478,1.1715686274509804,1
3020,CS016314000087,520,609,1.1711538461538462,1
2243,CS011513000020,323,378,1.1702786377708978,1
5677,CS031513000201,212,248,1.169811320754717,1
1306,CS006214000021,2286,2670,1.167979002624672,1
953,CS004415000106,2180,2545,1.1674311926605505,1
5864,CS032514000045,1458,1696,1.1632373113854595,1
4929,CS027415000045,1073,1248,1.16309412861137,1
2975,CS015515000190,728,846,1.1620879120879122,1
5167,CS028515000187,620,720,1.1612903225806452,1
2751,CS014415000172,4512,5235,1.1602393617021276,1
6893,CS039515000144,1441,1671,1.1596113809854267,1
3966,CS021512000095,368,426,1.1576086956521738,1
4226,CS023415000050,1422,1644,1.1561181434599157,1
4055,CS022115000002,1288,1487,1.154503105590062,1
3267,CS017415000075,2021,2330,1.152894606630381,1
5413,CS030315000149,276,318,1.1521739130434783,1
3823,CS020415000143,2198,2532,1.1519563239308461,1
4436,CS024512000118,474,546,1.1518987341772151,1
2960,CS015515000077,797,917,1.150564617314931,1
6022,CS033514000062,1181,1358,1.1498729889923793,1
5141,CS028515000001,1157,1330,1.1495246326707,1
5638,CS031415000188,4509,5180,1.1488134841428255,1
2330,CS012204000001,660,758,1.1484848484848484,1
7092,CS041411000001,3866,4440,1.148473874806001,1
4668,CS025515000184,2270,2607,1.1484581497797357,1
3409,CS018414000039,744,854,1.1478494623655915,1
3450,CS018415000246,1668,1914,1.1474820143884892,1
375,CS002414000178,591,678,1.1472081218274113,1
1188,CS005414000064,546,626,1.1465201465201464,1
4004,CS021515000154,3838,4400,1.1464304325169359,1
7000,CS040415000232,1774,2033,1.1459977452085681,1
2703,CS014411000048,448,513,1.1450892857142858,1
2823,CS014614000011,208,238,1.1442307692307692,1
2974,CS015515000176,243,278,1.1440329218106995,1
6106,CS034412000094,514,588,1.1439688715953307,1
5957,CS033415000003,303,346,1.141914191419142,1
1390,CS006513000023,198,226,1.1414141414141414,1
2115,CS010515000144,1776,2026,1.1407657657657657,1
3866,CS020514000023,954,1086,1.1383647798742138,1
3517,CS018515000176,719,818,1.13769123783032,1
4760,CS026415000175,1658,1884,1.1363088057901085,1
6773,CS039215000028,200,227,1.135,1
439,CS002512000180,1180,1338,1.1338983050847458,1
1426,CS006515000083,2180,2471,1.13348623853211,1
5768,CS032411000013,376,426,1.1329787234042554,1
4002,CS021515000143,3713,4205,1.1325074064099112,1
5799,CS032414000031,2256,2552,1.1312056737588652,1
5003,CS027515000231,1420,1606,1.1309859154929578,1
7099,CS041514000002,1521,1719,1.1301775147928994,1
693,CS003415000456,1341,1514,1.1290082028337063,1
2744,CS014415000075,895,1009,1.1273743016759776,1
3837,CS020415000261,3553,4004,1.1269349845201238,1
4766,CS026415000234,1302,1465,1.1251920122887864,1
4216,CS023414000087,1305,1468,1.124904214559387,1
2204,CS011415000057,5117,5755,1.1246824311119796,1
3153,CS016604000012,658,740,1.1246200607902737,1
3045,CS016412000192,338,380,1.1242603550295858,1
3662,CS019415000193,2134,2395,1.1223055295220243,1
1539,CS007515000167,2512,2819,1.1222133757961783,1
5848,CS032513000054,221,248,1.1221719457013575,1
6160,CS034513000043,378,424,1.1216931216931216,1
1686,CS008415000097,640,717,1.1203125,1
5283,CS029415000141,1546,1731,1.1196636481241915,1
4806,CS026513000189,226,253,1.1194690265486726,1
2554,CS013414000102,2914,3260,1.1187371310912835,1
4927,CS027415000040,2398,2680,1.1175979983319433,1
2684,CS014314000050,508,566,1.1141732283464567,1
5911,CS033215000059,618,687,1.1116504854368932,1
5288,CS029415000209,3203,3553,1.1092725569778332,1
5676,CS031513000190,278,308,1.1079136690647482,1
4557,CS025414000025,2608,2889,1.1077453987730062,1
6430,CS037315000024,376,416,1.1063829787234043,1
4897,CS027414000012,2156,2384,1.1057513914656771,1
5260,CS029414000112,771,852,1.105058365758755,1
2901,CS015415000091,286,316,1.1048951048951048,1
6487,CS037415000094,1852,2045,1.1042116630669547,1
3943,CS021414000081,386,426,1.1036269430051813,1
1439,CS006515000209,3361,3704,1.102052960428444,1
5389,CS030211000003,256,282,1.1015625,1
2635,CS013515000038,1820,2003,1.1005494505494506,1
1877,CS009415000130,3887,4268,1.098019037818369,1
5143,CS028515000009,1138,1248,1.0966608084358525,1
4713,CS026412000088,345,378,1.0956521739130434,1
2736,CS014415000001,2259,2475,1.095617529880478,1
1674,CS008414000111,2523,2764,1.095521204914784,1
3135,CS016515000070,1079,1182,1.0954587581093604,1
4911,CS027414000082,1670,1825,1.092814371257485,1
3338,CS017515000089,1418,1548,1.0916784203102963,1
3387,CS018304000001,922,1006,1.0911062906724511,1
5254,CS029414000060,1615,1762,1.0910216718266255,1
946,CS004415000052,836,912,1.0909090909090908,1
3937,CS021414000044,518,564,1.0888030888030888,1
6380,CS035515000155,383,416,1.0861618798955615,1
818,CS004214000043,856,928,1.0841121495327102,1
993,CS004415000425,1528,1653,1.081806282722513,1
6128,CS034415000047,4682,5065,1.0818026484408372,1
266,CS001615000033,356,385,1.0814606741573034,1
3053,CS016414000026,3549,3837,1.081149619611158,1
2273,CS011514000050,348,376,1.0804597701149425,1
2299,CS011515000206,1059,1144,1.0802644003777149,1
1136,CS005215000014,202,218,1.0792079207920793,1
4000,CS021515000126,2173,2345,1.0791532443626324,1
5640,CS031415000227,1800,1942,1.0788888888888888,1
3587,CS019315000141,405,436,1.0765432098765433,1
1975,CS010215000066,965,1038,1.0756476683937823,1
913,CS004414000119,1555,1672,1.0752411575562701,1
4487,CS024515000168,426,458,1.0751173708920188,1
4886,CS027411000001,426,458,1.0751173708920188,1
3603,CS019412000140,363,390,1.0743801652892562,1
4054,CS022113000005,982,1054,1.0733197556008147,1
5876,CS032515000080,1419,1523,1.0732910500352362,1
4550,CS025412000151,250,268,1.072,1
3432,CS018415000122,2552,2733,1.0709247648902822,1
6828,CS039414000035,2119,2269,1.0707881075979235,1
4741,CS026415000027,1370,1462,1.0671532846715328,1
2008,CS010412000201,228,243,1.0657894736842106,1
6868,CS039513000158,306,326,1.065359477124183,1
2391,CS012415000026,278,296,1.064748201438849,1
2250,CS011513000110,348,370,1.0632183908045978,1
4690,CS026115000005,2470,2623,1.0619433198380568,1
6827,CS039414000031,863,916,1.0614136732329085,1
1745,CS008515000096,1408,1493,1.0603693181818181,1
6361,CS035514000097,443,468,1.0564334085778782,1
6046,CS033515000175,1766,1864,1.0554926387315968,1
5224,CS029315000086,366,386,1.0546448087431695,1
3889,CS020515000123,843,886,1.0510083036773428,1
3441,CS018415000159,1534,1608,1.0482398956975227,1
2844,CS015214000015,1892,1983,1.0480972515856237,1
6376,CS035515000141,1002,1050,1.0479041916167664,1
2357,CS012315000111,388,406,1.0463917525773196,1
6687,CS038513000011,433,453,1.046189376443418,1
2297,CS011515000170,652,682,1.0460122699386503,1
3733,CS019814000010,2078,2172,1.0452358036573628,1
2667,CS014114000001,515,538,1.0446601941747573,1
4657,CS025515000084,2442,2550,1.0442260442260443,1
951,CS004415000087,2708,2825,1.043205317577548,1
2817,CS014515000149,938,978,1.0426439232409381,1
6187,CS034515000073,1868,1945,1.041220556745182,1
4438,CS024512000132,488,508,1.040983606557377,1
5522,CS030515000078,1568,1629,1.0389030612244898,1
5160,CS028515000155,1328,1378,1.0376506024096386,1
1846,CS009414000010,2375,2464,1.0374736842105263,1
4245,CS023415000247,1562,1620,1.0371318822023048,1
6313,CS035415000184,2658,2755,1.0364936042136945,1
1588,CS007615000083,2826,2924,1.034677990092003,1
1577,CS007615000013,2029,2099,1.0344997535731888,1
6556,CS037515000074,319,330,1.0344827586206897,1
4291,CS023514000059,754,780,1.0344827586206897,1
1643,CS008412000055,290,300,1.0344827586206897,1
2572,CS013415000089,2842,2938,1.0337790288529205,1
4899,CS027414000018,1517,1568,1.0336189848384971,1
2804,CS014514000100,2628,2713,1.03234398782344,1
488,CS002515000013,1262,1300,1.0301109350237718,1
3717,CS019515000171,2291,2358,1.0292448712352684,1
4834,CS026515000130,1168,1201,1.0282534246575343,1
